"id","date","title","word_count","summary","controlled_tags","source_tags","has_images","wordpress_url","file_path"
"2022-11-29-surprising-impact","2022-11-30","Surprising Impact","423","I’m going to tell a story that happened to me, but I aim for it to be about you and your potential to do far more good than you can imagine. Even if you can’t see yourself that...","failure-restart; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; health; Intermittent Fasting; weight-loss","false","https://lessoflee.wordpress.com/2022/11/29/surprising-impact/","../src/content/blog/2022-11-29-surprising-impact.md"
"2022-11-30-fasting-vs-starving","2022-11-30","Fasting vs Starving","530","I'm 65 hours into my 5 day fast. I do this once a month advised by my doctor – and with a lot of personal education on the topic. I recommend The Complete Guide to Fasting by Dr...","a1c-labs; exercise; fasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","extended fasting; Fasting","true","https://lessoflee.wordpress.com/2022/11/30/fasting-vs-starving/","../src/content/blog/2022-11-30-fasting-vs-starving.md"
"2022-12-04-no-saturday-push-day","2022-12-05","No Saturday Push Day","32","I’m sick so no “Saturday Push Day”, intervals or Supernatural. I did get a half hour walk in yesterday and today. Being outside, even a short time, helps my mental health.","exercise; mindset; reversing-type-2-diabetes-journey","fitness; health","true","https://lessoflee.wordpress.com/2022/12/04/no-saturday-push-day/","../src/content/blog/2022-12-04-no-saturday-push-day.md"
"2022-12-06-building-tomorrow8217s-better-me-today","2022-12-06","Building Tomorrow’s Better Me Today","101","My watch has a fitness tracker. Every midnight my rings reset to zero. Every morning I wake up and there is no accomplishment from the day before. Every day I need to get about my health.","mindset; reversing-type-2-diabetes-journey","mindset","true","https://lessoflee.wordpress.com/2022/12/06/building-tomorrows-better-me-today/","../src/content/blog/2022-12-06-building-tomorrow8217s-better-me-today.md"
"2022-12-08-diabetes-taught-me-what-my-mother-should-have","2022-12-08","Diabetes Taught Me What My Mother Should Have","376","None of us are born with Type 2 diabetes. I was born with the potential to develop type 2 diabetes by eating the type of food known as the Standard American Diet.","health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; health","true","https://lessoflee.wordpress.com/2022/12/08/diabetes-taught-me-what-my-mother-should-have/","../src/content/blog/2022-12-08-diabetes-taught-me-what-my-mother-should-have.md"
"2022-12-08-my-little-blue-dress","2022-12-09","My Little Blue Dress","64","I gained back some weight…but I have my cloud “dress” to remind me how far I’ve come. When I’m feeling the need to remind myself how much work still needs to be done I put on the yellow...","mindset; reversing-type-2-diabetes-journey","mindset","true","https://lessoflee.wordpress.com/2022/12/08/my-little-blue-dress/","../src/content/blog/2022-12-08-my-little-blue-dress.md"
"2022-12-08-stop-eating-peanuts","2022-12-09","Stop Eating Peanuts!","332","Because you have a peanut allergy and eating peanuts is making you sick and could even kill you.","a1c-labs; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet","true","https://lessoflee.wordpress.com/2022/12/08/stop-eating-peanuts/","../src/content/blog/2022-12-08-stop-eating-peanuts.md"
"2022-12-10-saturday-push-day-8211-signs-of-healing","2022-12-10","Saturday Push Day – Signs of Healing","161","It’s Saturday and on Saturdays I push harder. At work we had a challenge to run a 5k. So that’s what I did this morning. Can’t make it without stopping to walk yet, but I’m making progress.","capability-recovery; exercise; health-identity; reversing-type-2-diabetes-journey","arthritis; exercise; fitness","true","https://lessoflee.wordpress.com/2022/12/10/saturday-push-day-signs-of-healing/","../src/content/blog/2022-12-10-saturday-push-day-8211-signs-of-healing.md"
"2022-12-11-proof-of-healing","2022-12-11","Proof of Healing","551","There is confusion about healing as it relates to type 2 diabetes. Is it truly a progressively degenerative disease? If you get better…are you destined to get worse no matter what…because…once a diabetic, always a diabetic? Or can...","a1c-labs; fasting; feasting; food-addiction; mindset; nsv; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; health; Intermittent Fasting; low-carb; The Diabetes Code","true","https://lessoflee.wordpress.com/2022/12/11/proof-of-healing/","../src/content/blog/2022-12-11-proof-of-healing.md"
"2022-12-13-tale-of-two-exercises","2022-12-14","Tale of Two Exercises","154","I went for a nice brisk 45 minute walk before a winter storm this morning. Later in the evening I did a 45 minute aerobic workout with my VR headset (Supernatural).","capability-recovery; exercise; reversing-type-2-diabetes-journey","exercise; fitness; health","true","https://lessoflee.wordpress.com/2022/12/13/tale-of-two-exercises/","../src/content/blog/2022-12-13-tale-of-two-exercises.md"
"2022-12-16-veggies-optional","2022-12-16","Veggies Optional","802","You’ll see me write “veggies optional” in my food posts of late. It represents my current take on the “carnivore diet” for my own uses. Dr Ken Berry would describe it as the Proper Human Diet, others might...","feasting; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","carnivore; diet","true","https://lessoflee.wordpress.com/2022/12/16/veggies-optional/","../src/content/blog/2022-12-16-veggies-optional.md"
"2022-12-17-saturday-push-day-12-17-22","2022-12-17","Saturday Push Day 12-17-22","322","It’s Saturday and on Saturday's I push myself. Winter snow and ice on the ground so no running intervals. Instead, I did a set of workouts with the Quest 2 VR headset. It may be a bit nerdy,...","capability-recovery; exercise; reversing-type-2-diabetes-journey","exercise; fitness; health","true","https://lessoflee.wordpress.com/2022/12/17/saturday-push-day-12-17-22/","../src/content/blog/2022-12-17-saturday-push-day-12-17-22.md"
"2022-12-19-i-cant-until-i-can-8211-walk-in-winter","2022-12-20","I Can’t Until I Can – Walk In Winter","261","The last couple of years I’ve practically been a shut in once winter arrived. I couldn’t walk across my lawn in summer as I was too unsteady. Snow and ice on the sidewalk? Yeah, I have to stay...","capability-recovery; exercise; reversing-type-2-diabetes-journey; type-2-diabetes","exercise; fitness; health","true","https://lessoflee.wordpress.com/2022/12/19/1077/","../src/content/blog/2022-12-19-i-cant-until-i-can-8211-walk-in-winter.md"
"2022-12-20-im-an-athlete","2022-12-21","I’m an Athlete!","322","A bit more than a year ago I bought the Quest 2 and subscribed to the workout app, Supernatural. I was looking for something to workout at home during the winter as the health clubs were still closed...","capability-recovery; exercise; health-identity; reversing-type-2-diabetes-journey","exercise; fitness; health","true","https://lessoflee.wordpress.com/2022/12/20/im-an-athlete/","../src/content/blog/2022-12-20-im-an-athlete.md"
"2022-12-21-how-to-add-liver-to-my-diet-8211-solved","2022-12-22","How to Add Liver to My Diet – Solved","60","My tuna code liver salad has become a keeper. Tonight’s version I added avocado Mayo, mustard, red bell pepper, banana pepper, and jalapeño.","feasting; reversing-type-2-diabetes-journey","diet; low-carb","true","https://lessoflee.wordpress.com/2022/12/21/how-to-add-liver-to-my-diet-solved/","../src/content/blog/2022-12-21-how-to-add-liver-to-my-diet-8211-solved.md"
"2022-12-22-a-walk-before-a-winter-storm","2022-12-22","A Walk before a Winter Storm","183","A winter storm arrives later today – so out I went to get a walk in. My knees were feeling so good, I walked extra.","capability-recovery; exercise; family-responsibility; food-addiction; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health","true","https://lessoflee.wordpress.com/2022/12/22/a-walk-before-a-winter-storm/","../src/content/blog/2022-12-22-a-walk-before-a-winter-storm.md"
"2022-12-22-pushing-the-limits","2022-12-23","Pushing the Limits","357","Thursday I do strength training but due to the storm it was canceled. I walked for an hour before the storm and decided to get a Supernatural workout in later in the day.","exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; mindset","true","https://lessoflee.wordpress.com/2022/12/22/pushing-the-limits/","../src/content/blog/2022-12-22-pushing-the-limits.md"
"2022-12-24-saturday-push-day-christmas-eve-22","2022-12-24","Saturday Push Day Christmas Eve 22","182","No running of intervals in this weather – so to the bat cave I go – and put my VR headset on.","exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset","true","https://lessoflee.wordpress.com/2022/12/24/saturday-push-day-christmas-eve-22/","../src/content/blog/2022-12-24-saturday-push-day-christmas-eve-22.md"
"2022-12-28-a-reprieve-from-cabin-fever","2022-12-29","A Reprieve from Cabin Fever","154","Got a break from cabin fever as the weather warmed up to above freezing. So happy that I can walk outside in the snow and a bit of ice. Careful, but unafraid. Then later a workout with Lady...","exercise; feasting; food-addiction; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; fitness; health; low-carb; weight-loss","true","https://lessoflee.wordpress.com/2022/12/28/a-reprieve-from-cabin-fever/","../src/content/blog/2022-12-28-a-reprieve-from-cabin-fever.md"
"2022-12-30-i-can8217t-until-i-can-8211-from-cane-to-5k","2022-12-30","I Can’t Until I Can – From Cane to 5K","203","Today I did it, I ran a 5k without stopping!","capability-recovery; reversing-type-2-diabetes-journey; type-2-diabetes","","false","https://lessoflee.wordpress.com/2022/12/30/i-cant-until-i-can-from-cane-to-5k/","../src/content/blog/2022-12-30-i-can8217t-until-i-can-8211-from-cane-to-5k.md"
"2023-01-03-treat-your-own-knee","2023-01-03","Treat Your Own Knee","691","TLDR – The book Treat Your Own Knee by Robin McKenzie is a great resource on how to rehab/heal your knee.","capability-recovery; exercise; reversing-type-2-diabetes-journey; type-2-diabetes","arthritis; exercise; health; oa","true","https://lessoflee.wordpress.com/2023/01/03/treat-your-own-knee/","../src/content/blog/2023-01-03-treat-your-own-knee.md"
"2023-01-03-i-resolve-to-reclaim-my-health","2023-01-04","I Resolve to Reclaim My Health","444","Did I miss the window to make my New Year's Resolutions? Good…because every day I start again. People joke about how long before they’ve broken their resolutions. I fail too…all the time. But then I get back on...","a1c-labs; capability-recovery; exercise; failure-restart; fasting; feasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","health; mindset","true","https://lessoflee.wordpress.com/2023/01/03/i-resolve-to-reclaim-my-health/","../src/content/blog/2023-01-03-i-resolve-to-reclaim-my-health.md"
"2023-01-08-saturday-push-day-8211-run-run-faster-sprint","2023-01-08","Saturday Push Day – Run, Run Faster, Sprint","229","I didn’t feel like going out. I had a number of vigorous Supernatural workouts during the week. But it’s Saturday, and on Saturday's I push my limits. Out I went into the cold.","capability-recovery; exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset","true","https://lessoflee.wordpress.com/2023/01/08/saturday-push-day-run-run-faster-sprint/","../src/content/blog/2023-01-08-saturday-push-day-8211-run-run-faster-sprint.md"
"2023-01-11-exercising-for-health-not-weight-loss","2023-01-11","Exercising for Health, Not Weight Loss","599","You may have noticed that I’ve been writing a lot about exercise lately. With Type 2 diabetes in my rear view, I have been pressing on to reclaim my health. I had let my health deteriorate quite a...","a1c-labs; exercise; health-identity; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise; health","true","https://lessoflee.wordpress.com/2023/01/11/exercising-for-health-not-weight-loss/","../src/content/blog/2023-01-11-exercising-for-health-not-weight-loss.md"
"2023-01-14-saturday-push-day-8211-showing-up-for-myself","2023-01-14","Saturday Push Day – Showing Up For Myself","268","Saturday Push Day – Showing Up For Myself","capability-recovery; exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset","true","https://lessoflee.wordpress.com/2023/01/14/saturday-push-day-showing-up-for-myself/","../src/content/blog/2023-01-14-saturday-push-day-8211-showing-up-for-myself.md"
"2023-01-15-better-than-any-arthritis-pill","2023-01-15","Better than any Arthritis Pill","172","Me walking with a cane a couple years ago. Me just before I ran my first 5k without walking 2 weeks ago.","a1c-labs; capability-recovery; exercise; reversing-type-2-diabetes-journey; type-2-diabetes","arthritis; health","true","https://lessoflee.wordpress.com/2023/01/15/better-than-any-arthritis-pill/","../src/content/blog/2023-01-15-better-than-any-arthritis-pill.md"
"2023-01-18-i-cantuntil-i-can-8211-knee-strikes","2023-01-18","I Can’t…Until I Can – Knee Strikes","163","Another workout in the bag. Mondays and Thursdays are my strength training, and Saturdays are my push days. Tuesday are walks and a light aerobics workout with my Quest 2 and the Supernatural app.","exercise; reversing-type-2-diabetes-journey","exercise; fitness; health; Supernatural","true","https://lessoflee.wordpress.com/2023/01/18/i-cantuntil-i-can-knee-strikes/","../src/content/blog/2023-01-18-i-cantuntil-i-can-8211-knee-strikes.md"
"2023-01-19-i-cantuntil-i-can-8211-supernatural-diamond","2023-01-20","I Can’t…Until I Can – Supernatural Diamond","122","I’ve been exercising with the Supernatural app on my Quest 2 VR headset for almost a year and a half. When I started I had trouble doing the shortest, lowest level workout.","exercise; reversing-type-2-diabetes-journey","exercise; fitness; health; Supernatural","true","https://lessoflee.wordpress.com/2023/01/19/i-cantuntil-i-can-supernatural-diamond/","../src/content/blog/2023-01-19-i-cantuntil-i-can-8211-supernatural-diamond.md"
"2023-01-20-introducing-herbie-the-fluffy-ninja-hippo","2023-01-21","Introducing Herbie the Fluffy Ninja Hippo","136","I’m Herbie, Ninja wanna be. I’m a fluffy hippo now, but my trainer (Lee) is helping me get fit.","exercise; humor-voice; reversing-type-2-diabetes-journey","exercise; fitness; health; Supernatural","true","https://lessoflee.wordpress.com/2023/01/20/introducing-herbie-the-fluffy-ninja-hippo/","../src/content/blog/2023-01-20-introducing-herbie-the-fluffy-ninja-hippo.md"
"2023-01-21-saturday-push-through-pride-day","2023-01-21","Saturday Push Through Pride Day","212","I did a hard HIIT workout on Friday so I went for a different kind of push this Saturday. I went to the health club and did my strength training.","exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset","true","https://lessoflee.wordpress.com/2023/01/21/saturday-push-through-pride-day/","../src/content/blog/2023-01-21-saturday-push-through-pride-day.md"
"2023-01-22-in-search-of-healing-type-2-diabetes","2023-01-22","In Search of Healing Type 2 Diabetes","528","Remission or Reversal? I prefer the term “healing”. It’s the notion that Type 2 Diabetes is NOT a “progressively degenerative disease” where the BEST thing you can hope for is the MANAGE your blood glucose with meds and...","a1c-labs; capability-recovery; exercise; fasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; health; mindset","true","https://lessoflee.wordpress.com/2023/01/22/in-search-of-healing-type-2-diabetes/","../src/content/blog/2023-01-22-in-search-of-healing-type-2-diabetes.md"
"2023-01-22-sunday-8211-its-your-body-stupid","2023-01-22","Sunday – It’s Your Body Stupid","120","My trainer, Lee, wanted to sleep in – it’s Sunday after all. But I got him up to do a quick workout and shower before church.","exercise; humor-voice; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset; Supernatural","true","https://lessoflee.wordpress.com/2023/01/22/sunday-its-your-body-stupid/","../src/content/blog/2023-01-22-sunday-8211-its-your-body-stupid.md"
"2023-01-23-january-23-5-day-fast-8211-day-1","2023-01-24","January ‘23 5 Day Fast – Day 1","323","Day one of this month’s extended fast is in the bag. I ate Sunday dinner and I won’t eat again until Friday.","a1c-labs; exercise; fasting; reversing-type-2-diabetes-journey; type-2-diabetes","Fasting; Intermittent Fasting; Jason Fung; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2023/01/23/january-23-5-day-fast-day-1/","../src/content/blog/2023-01-23-january-23-5-day-fast-8211-day-1.md"
"2023-01-24-stacking-habits","2023-01-25","Stacking Habits","266","A high school pal and prolific Facebook poster wrote about “stacking habits”. I’ve never called it that – but it’s what I practice. You can’t fix everything in your life and health all at once. You can make...","exercise; humor-voice; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset; sleep; Supernatural","true","https://lessoflee.wordpress.com/2023/01/24/stacking-habits/","../src/content/blog/2023-01-24-stacking-habits.md"
"2023-01-25-untitled","2023-01-26","Untitled","186","I’ve finished day three of five planned for this month’s extended fast. All is well.","a1c-labs; exercise; fasting; feasting; food-addiction; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise; Fasting; fitness; health; Jason Fung; Keto; Supernatural","true","https://lessoflee.wordpress.com/2023/01/25/1136/","../src/content/blog/2023-01-25-untitled.md"
"2023-01-26-i-cantuntil-i-can-8211-walk-in-the-winter","2023-01-26","I Can’t…Until I Can – Walk In The Winter","189","It’s day 4 of my fast and I feel terrific. I have the “day 4 magic knees”. My osteoarthritis always feels best by day 4.","a1c-labs; capability-recovery; exercise; fasting; mindset; nsv; reversing-type-2-diabetes-journey; type-2-diabetes","Fasting; fitness; health; mindset; NSV; weight-loss","true","https://lessoflee.wordpress.com/2023/01/26/i-cantuntil-i-can-walk-in-the-winter/","../src/content/blog/2023-01-26-i-cantuntil-i-can-8211-walk-in-the-winter.md"
"2023-01-27-a-tough-person-for-a-tough-day","2023-01-27","A Tough Person for a Tough Day","556","It’s morning of day 5. My last food was 109 hours ago.","capability-recovery; fasting; mindset; reversing-type-2-diabetes-journey","arthritis; Fasting; health; mindset; weight-loss","true","https://lessoflee.wordpress.com/2023/01/27/a-tough-person-for-a-tough-day/","../src/content/blog/2023-01-27-a-tough-person-for-a-tough-day.md"
"2023-01-28-i-cant-until-i-can-8211-eat-liver","2023-01-28","I Can’t Until I Can – Eat Liver","324","Almost all the food I liked and ate the most – led to me being a type 2 diabetic and morbidly obese. Changing what you eat can be a daunting task. The trick is to find new foods...","family-responsibility; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","diet; health; Keto; recipe","true","https://lessoflee.wordpress.com/2023/01/28/i-cant-until-i-can-eat-liver/","../src/content/blog/2023-01-28-i-cant-until-i-can-8211-eat-liver.md"
"2023-01-28-saturday-push-day-8211-heart-vs-muscles","2023-01-28","Saturday Push Day – Heart vs Muscles","285","It’s Saturday and I don’t ask if I feel like pushing myself (I usually don’t), I just go do it.","exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset","true","https://lessoflee.wordpress.com/2023/01/28/saturday-push-day-heart-vs-muscles/","../src/content/blog/2023-01-28-saturday-push-day-8211-heart-vs-muscles.md"
"2023-01-30-graduating-from-curalin-and-the-exercise-coach","2023-01-30","Graduating from Curalin and The Exercise Coach","297","There are two very helpful products/services that I’m ceasing to use: Curalin and The Exercise Coach strength training.","a1c-labs; exercise; family-responsibility; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise","true","https://lessoflee.wordpress.com/2023/01/30/graduating-from-curalin-and-the-exercise-coach/","../src/content/blog/2023-01-30-graduating-from-curalin-and-the-exercise-coach.md"
"2023-01-30-how-to-lose-weight-and-lower-a1c-instantly-donate","2023-01-30","How To Lose Weight and Lower A1C Instantly? Donate Blood","191","Every 8 weeks I donate blood and put out a post on how it helps lower A1c. This time as I watched them walk away with a pint of my blood I realized that it also helps you...","a1c-labs; exercise; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; health","true","https://lessoflee.wordpress.com/2023/01/30/how-to-lose-weight-and-lower-a1c-instantly-donate-blood/","../src/content/blog/2023-01-30-how-to-lose-weight-and-lower-a1c-instantly-donate.md"
"2023-01-31-carnivore-january","2023-01-31","Carnivore January","447","From my daughter’s wedding in Oct through all the holidays I gained a lot of weight back so it was time to turn things back around. More on that later. I chose to do what worked so well...","a1c-labs; family-responsibility; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","carnivore; diet; health","true","https://lessoflee.wordpress.com/2023/01/31/carnivore-january/","../src/content/blog/2023-01-31-carnivore-january.md"
"2023-02-02-58-trips-around-the-sun","2023-02-02","58 Trips Around the Sun","534","It is indeed a happy birthday. Time to reflect on my health journey over the last two years.","capability-recovery; exercise; failure-restart; health-identity; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; fitness; health","true","https://lessoflee.wordpress.com/2023/02/02/58-trips-around-the-sun/","../src/content/blog/2023-02-02-58-trips-around-the-sun.md"
"2023-02-04-saturday-push-day-8211-weight-bench","2023-02-04","Saturday Push Day – Weight Bench","387","Today’s push is tackling lifting weights. I bought a weight bench for my birthday. I’ve been doing strength training for a year at a wonderful studio, www.theexercisecoach.com. I chose it after doing a bit of reading on the...","exercise; mindset; reversing-type-2-diabetes-journey","exercise; health; mindset","true","https://lessoflee.wordpress.com/2023/02/04/saturday-push-day-weight-bench/","../src/content/blog/2023-02-04-saturday-push-day-8211-weight-bench.md"
"2023-02-10-the-100k-club","2023-02-10","The 100k Club","423","I hit the 100k points milestone in my workout app last night. Others are celebrating hitting a million and I congratulate them. I am running my own race and competing against the old me as I build the...","capability-recovery; exercise; feasting; health-identity; reversing-type-2-diabetes-journey","exercise; fitness; health","true","https://lessoflee.wordpress.com/2023/02/10/the-100k-club/","../src/content/blog/2023-02-10-the-100k-club.md"
"2023-02-11-saturday-push-day-8211-hiit","2023-02-11","Saturday Push Day – HIIT","201","Reading a book on HIIT – High Intensity Interval Training. The value comes in getting your heart rate up to 95% of capacity. Which I did for the last song. Once you learn what that feels like, it...","exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset","true","https://lessoflee.wordpress.com/2023/02/11/saturday-push-day-hiit/","../src/content/blog/2023-02-11-saturday-push-day-8211-hiit.md"
"2023-02-11-i-fatten-easily","2023-02-12","I Fatten Easily","431","Well, it's happened. I've gone and done it. I've regained 34 pounds after losing a whopping 85 pounds. I can hear Gary Taubes now, ""Ah ha! I told you so! You fatten easily!""","a1c-labs; failure-restart; family-responsibility; feasting; food-addiction; reversing-type-2-diabetes-journey; type-2-diabetes","carnivore; Diabetes; health; low-carb; weight-loss","true","https://lessoflee.wordpress.com/2023/02/11/i-fatten-easily/","../src/content/blog/2023-02-11-i-fatten-easily.md"
"2023-02-12-back-to-the-abusive-boyfriend-the-food-that-made-y","2023-02-12","Back to the Abusive Boyfriend: The Food That Made You Fat and Sick.","235","The Standard American Diet isn't a sustainable solution for health. It's not the diets you stop following that have failed, it's the food that made you unhealthy in the first place.","fasting; feasting; food-addiction; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; Fasting; health; low-carb; mindset","true","https://lessoflee.wordpress.com/2023/02/12/back-to-the-abusive-boyfriend-the-food-that-made-you-fat-and-sick/","../src/content/blog/2023-02-12-back-to-the-abusive-boyfriend-the-food-that-made-y.md"
"2023-02-18-saturday-push-day-8211-one-for-the-road","2023-02-19","Saturday Push Day – One for the Road","136","Headed out to Michigan to spend the weekend with my daughters. What to do about closing my rings…and it’s Saturday?","exercise; failure-restart; family-responsibility; health-identity; mindset; reversing-type-2-diabetes-journey","exercise; fitness; mindset","true","https://lessoflee.wordpress.com/2023/02/18/saturday-push-day-one-for-the-road/","../src/content/blog/2023-02-18-saturday-push-day-8211-one-for-the-road.md"
"2023-02-19-every-day","2023-02-19","Every Day","234","I’ve closed my 3 Apple Watch rings every day for over a year. Sometimes that takes some planning, or last minute near midnight walking.","capability-recovery; exercise; family-responsibility; mindset; reversing-type-2-diabetes-journey","exercise; fitness; health; mindset","true","https://lessoflee.wordpress.com/2023/02/19/every-day/","../src/content/blog/2023-02-19-every-day.md"
"2023-02-21-finding-the-joy","2023-02-22","Finding the Joy","220","So happy to have found a form of working out that I really enjoy. Growing up it was tennis for me. I could be out on the court from morning til night during the summers.","exercise; fasting; reversing-type-2-diabetes-journey","diet; exercise; Fasting; fitness; health","true","https://lessoflee.wordpress.com/2023/02/21/finding-the-joy/","../src/content/blog/2023-02-21-finding-the-joy.md"
"2023-02-25-saturday-push-day-8211-freezing-5k","2023-02-25","Saturday Push Day – Freezing 5k","116","It’s Saturday, time to push my limits. It’s just below freezing outside with a dusting of snow on the ground. 3 layers and I’m out the door to go for a run.","capability-recovery; exercise; mindset; reversing-type-2-diabetes-journey","fitness; mindset","true","https://lessoflee.wordpress.com/2023/02/25/saturday-push-day-freezing-5k/","../src/content/blog/2023-02-25-saturday-push-day-8211-freezing-5k.md"
"2023-02-28-how-i-define-winning-against-type-2-diabetes","2023-02-28","How I Define Winning Against Type 2 Diabetes","432","Type 2 diabetes is a deadly disease that can rob you of your health before it takes your life. It can cause blindness, amputations, kidney dialysis, heart attack, and stroke. But, the good news is that it can...","a1c-labs; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","health; mindset; Type 2 Diabetes","true","https://lessoflee.wordpress.com/2023/02/28/how-i-define-winning-against-type-2-diabetes/","../src/content/blog/2023-02-28-how-i-define-winning-against-type-2-diabetes.md"
"2023-03-01-choose-health-not-just-medication-8211-there8217s","2023-03-02","Choose health, not just medication – there’s no downside to getting healthier!","505","As someone who has gone through the journey of getting healthy through diet and exercise, I can confidently say that there is no downside to improving your health. For years, I relied solely on medication to manage my...","capability-recovery; exercise; feasting; food-addiction; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; fitness; health; low-carb; mindset","true","https://lessoflee.wordpress.com/2023/03/01/choose-health-not-just-medication-theres-no-downside-to-getting-healthier/","../src/content/blog/2023-03-01-choose-health-not-just-medication-8211-there8217s.md"
"2023-03-02-i-couldn8217t-until-i-could-8211-the-day-i-almost","2023-03-02","I couldn’t until I could – The Day I Almost Ran","77","A year ago today I was moved to tears because I could ALMOST, but not quite, run. I was up to speed walking, from starting with walking with a cane. That glorious spring day my body ACHED to...","capability-recovery; nsv; reversing-type-2-diabetes-journey","arthritis; NSV; osteoarthritis","true","https://lessoflee.wordpress.com/2023/03/02/i-couldnt-until-i-could-the-day-i-almost-ran/","../src/content/blog/2023-03-02-i-couldn8217t-until-i-could-8211-the-day-i-almost.md"
"2023-03-04-saturday-push-day-8211-man-in-the-mirror","2023-03-04","Saturday Push Day – Man In the Mirror","239","On Saturdays I push my limits. Today I did that by doing Tabata with sprints. Tabata is a form of High Intensity Interval Training. All out exercise of pretty much any form that gets your heart rate up...","exercise; mindset; reversing-type-2-diabetes-journey","exercise; fitness; mindset","true","https://lessoflee.wordpress.com/2023/03/04/saturday-push-day-man-in-the-mirror/","../src/content/blog/2023-03-04-saturday-push-day-8211-man-in-the-mirror.md"
"2023-03-11-saturday-push-day-8211-philosophy-of-the-push","2023-03-11","Saturday Push Day – Philosophy of the Push","215","There is a reason why I push myself – it is necessary to build muscle (and more). It's that bit of extra effort that brings the most benefit. When you get to the point where you want to...","a1c-labs; capability-recovery; exercise; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","exercise; fitness; health; mindset","false","https://lessoflee.wordpress.com/2023/03/11/saturday-push-day-philosophy-of-the-push/","../src/content/blog/2023-03-11-saturday-push-day-8211-philosophy-of-the-push.md"
"2023-03-15-wednesday-push-from-the-couch-day","2023-03-16","Wednesday Push from the Couch Day","214","I’ve been writing about my Saturday Push Days…going just a little more and a bit farther.","mindset; nsv; reversing-type-2-diabetes-journey","fitness; health; mindset","true","https://lessoflee.wordpress.com/2023/03/15/wednesday-push-from-the-couch-day/","../src/content/blog/2023-03-15-wednesday-push-from-the-couch-day.md"
"2023-03-18-nsv-8211-no-longer-fatter-than-a-pregnant-woman","2023-03-18","NSV – no longer fatter than a pregnant woman","44","My 8 month pregnant daughter is wearing one of my old shirts. I am wearing the same. It’s larger than both she and I need.","family-responsibility; health-identity; nsv; reversing-type-2-diabetes-journey","weight-loss","true","https://lessoflee.wordpress.com/2023/03/18/nsv-no-longer-fatter-than-a-pregnant-woman/","../src/content/blog/2023-03-18-nsv-8211-no-longer-fatter-than-a-pregnant-woman.md"
"2023-03-18-saturday-push-day-8211-early-workout","2023-03-19","Saturday Push Day – Early Workout","84","Can’t push myself today as the kids are h back home and my oldest is having her baby shower today.","exercise; failure-restart; mindset; reversing-type-2-diabetes-journey","exercise; fitness; mindset","false","https://lessoflee.wordpress.com/2023/03/18/saturday-push-day-early-workout/","../src/content/blog/2023-03-18-saturday-push-day-8211-early-workout.md"
"2023-03-22-it8217s-the-food-making-us-sick","2023-03-22","It’s the FOOD making us sick.","146","Which I never seem to learn. The kids were back home for the weekend and my oldest's baby shower. A weekend of eating food ""a diabetic shouldn't eat"".","family-responsibility; reversing-type-2-diabetes-journey; type-2-diabetes","diet; NSNG","true","https://lessoflee.wordpress.com/2023/03/22/its-the-food-making-us-sick/","../src/content/blog/2023-03-22-it8217s-the-food-making-us-sick.md"
